e_node_id,degree,in_degree,out_degree,clustering,pagerank
219,6,0,6,0.26666666666666666,6.45240993381665e-05
220,16,10,6,0.211864406779661,0.0004593316089321437
221,37,28,9,0.20106221547799696,0.002340607801815872
222,20,14,6,0.2986577181208054,0.0009950265224681284
223,16,7,9,0.5689655172413793,0.0008310985497974469
224,36,16,20,0.8424908424908425,0.0008920354123853664
225,39,17,22,0.7135176651305684,0.0009769636862004562
226,78,53,25,0.2915194346289753,0.002303786877255109
227,17,14,3,0.4519230769230769,0.0010007616187777458
228,108,78,30,0.18101425735426818,0.003599641947741588
229,43,20,23,0.5879052369077307,0.0010217456344192883
230,6,0,6,0.36666666666666664,6.45240993381665e-05
231,18,5,13,0.34051724137931033,0.0005981886916219119
232,36,16,20,0.8223443223443223,0.0008920354123853664
233,43,21,22,0.6245330012453301,0.0010724032823178546
234,19,5,14,0.48502994011976047,0.0004838598303391408
235,118,80,38,0.15336545700948653,0.0040877509516415835
236,48,24,24,0.47544204322200395,0.0012521429394284577
237,24,14,10,0.13274336283185842,0.0008664572413828455
238,7,2,5,0.45,0.00014382361119498227
239,15,7,8,0.2866666666666667,0.0002590569412770368
240,6,2,4,0.14285714285714285,0.00013848424724385806
241,38,16,22,0.767479674796748,0.0008920354123853664
242,54,26,28,0.4029793735676089,0.001248254036694244
243,34,17,17,0.9293139293139293,0.0009867403117657465
244,56,33,23,0.3772116065109696,0.0016113957637704077
245,46,21,25,0.5708915145005371,0.0010878858212121413
246,37,16,21,0.8017241379310345,0.0008920354123853664
247,59,35,24,0.32552248258391386,0.0019282764431966545
248,4,1,3,0.0,9.003564603751244e-05
249,6,2,4,0.3,0.00011866062213878108
250,9,4,5,0.2631578947368421,0.00029288425771926984
251,3,1,2,0.0,9.344259309550452e-05
252,17,11,6,0.049019607843137254,0.0006488395026702042
253,4,2,2,1.0,0.00026395143849517296
254,42,38,4,0.043701799485861184,0.0021789583414420243
255,6,3,3,0.0,0.00025462507562996623
256,5,1,4,0.0,8.193652845627633e-05
257,7,3,4,0.1111111111111111,0.0001360730512568909
258,3,1,2,0.0,0.0001122234006173161
259,6,3,3,1.0,0.0003765914967629139
260,4,1,3,0.0,9.003564603751244e-05
261,6,2,4,0.6,0.00014915464748310183
262,2,0,2,0.0,6.45240993381665e-05
263,3,1,2,0.0,0.0001122234006173161
264,6,1,5,0.08333333333333333,7.77406846476358e-05
265,1,1,0,0.0,8.376242256849277e-05
266,14,6,8,0.3253968253968254,0.0009559014493935349
267,2,0,2,1.0,6.45240993381665e-05
268,10,0,10,0.5666666666666667,6.45240993381665e-05
269,21,14,7,0.6305418719211823,0.0003812598169733261
270,18,4,14,0.5897435897435898,0.00010051380346816924
271,16,4,12,0.625,0.0001225897171899544
272,26,15,11,0.419811320754717,0.000416452904161244
273,2,1,1,0.0,0.0004291135815339865
274,1,0,1,0.0,6.45240993381665e-05
275,7,3,4,0.3,0.00012172405840174254
276,6,1,5,0.08333333333333333,7.77406846476358e-05
277,40,37,3,0.10327635327635327,0.008060116617547191
278,12,5,7,0.6557377049180327,0.00015472913243833841
279,10,4,6,0.48,0.0001585028842887786
280,16,11,5,0.06666666666666667,0.0008432849663600631
281,3,0,3,0.0,6.45240993381665e-05
282,2,1,1,0.0,0.0004291135815339865
283,11,6,5,0.22641509433962265,0.0002137651915407794
284,16,6,10,0.45555555555555555,0.00015781394411642024
285,17,5,12,0.44402985074626866,0.0001410440062321285
286,1,0,1,0.0,6.45240993381665e-05
287,3,1,2,0.0,0.0001122234006173161
288,24,15,9,0.5892857142857143,0.00042770460818974043
289,29,14,15,0.5794117647058824,0.00040374873147192697
290,18,16,2,0.29583333333333334,0.0016048447271375006
291,10,5,5,1.0,0.00014830027554205993
292,12,7,5,0.25,0.001128171905696471
293,3,1,2,0.3333333333333333,6.726649221897618e-05
294,5,0,5,0.25,6.45240993381665e-05
295,7,2,5,0.2777777777777778,0.0001584816652739448
296,2,0,2,1.0,6.45240993381665e-05
297,4,0,4,0.16666666666666666,6.45240993381665e-05
298,8,2,6,0.07142857142857142,9.446329446537935e-05
299,8,4,4,0.3148148148148148,0.0002137113193517525
300,6,2,4,0.25,0.00010343735067583953
301,5,1,4,0.0,8.193652845627633e-05
302,2,1,1,0.0,0.0004291135815339865
303,2,1,1,0.0,0.00012006853755466417
304,38,22,16,0.23070739549839228,0.0007713124933550739
305,11,1,10,0.5092592592592593,0.00011096889055458087
306,2,1,1,0.0,0.0001122234006173161
307,15,7,8,0.6301369863013698,0.0006138689900759382
308,11,4,7,0.17142857142857143,0.0001753895266522096
309,4,1,3,0.5,9.003564603751244e-05
310,21,8,13,0.19940476190476192,0.0005336724451161509
311,2,0,2,1.0,6.45240993381665e-05
312,2,1,1,0.0,0.0004291135815339865
313,1,0,1,0.0,6.45240993381665e-05
314,2,0,2,0.0,6.45240993381665e-05
315,6,3,3,0.0,0.0004250328476780284
316,5,1,4,0.0,8.193652845627633e-05
317,5,1,4,0.1111111111111111,7.790717307163624e-05
318,11,3,8,0.2,0.0001263742855912359
319,10,2,8,0.1744186046511628,0.00011355837318749284
320,6,2,4,0.0,0.00017847074255834724
321,6,2,4,0.2,0.00012800724370289952
322,18,11,7,0.0782608695652174,0.0005353964295635625
323,23,13,10,0.10344827586206896,0.0007305255420986167
324,3,2,1,0.0,0.0006033645101182443
325,16,8,8,0.07954545454545454,0.0007472525614843425
326,8,3,5,0.3076923076923077,0.00024381502742119702
327,11,5,6,0.36792452830188677,0.0001840455860208205
328,4,0,4,1.0,6.45240993381665e-05
329,5,2,3,0.5,0.00012800724370289952
330,7,2,5,0.2222222222222222,0.00018011691910194561
331,3,3,0,0.16666666666666666,0.00011526507350053555
332,5,1,4,0.2222222222222222,0.00017327713278587472
333,12,6,6,0.4444444444444444,0.00022976199923846347
334,23,15,8,0.1024390243902439,0.000797977829845783
335,9,2,7,0.1,0.0001442419036306352
336,5,0,5,0.9,6.45240993381665e-05
337,2,0,2,0.0,6.45240993381665e-05
338,8,3,5,0.21428571428571427,0.00014202418670554158
339,9,2,7,0.1,0.0005260616797542408
340,14,7,7,0.2619047619047619,0.000525280264867837
341,26,13,13,0.651685393258427,0.00038836200328621636
342,4,2,2,1.0,0.00017107041401290008
343,6,2,4,0.16666666666666666,0.00011676138669249599
344,33,26,7,0.04772234273318872,0.001623657848074037
345,6,0,6,0.43333333333333335,6.45240993381665e-05
346,24,18,6,0.11013215859030837,0.0008589188472487995
347,4,2,2,0.0,0.0001710739189539537
348,18,14,4,0.0635593220338983,0.0013415502704285757
349,1,0,1,0.0,6.45240993381665e-05
350,2,1,1,0.0,0.0004291135815339865
351,5,1,4,0.0,0.00013799595101055586
352,7,2,5,0.2777777777777778,0.00010591601224805218
353,7,3,4,0.375,0.00024837865677887965
354,13,5,8,0.5753424657534246,0.00015685407480199159
355,6,5,1,0.0,0.0008846549294327924
356,5,0,5,0.1,6.45240993381665e-05
357,15,5,10,0.49333333333333335,0.00022712208550798617
358,15,5,10,0.52,0.0002271220855079862
359,11,4,7,0.3333333333333333,0.00028513497555133463
360,17,1,16,0.17777777777777778,0.002353308599812807
361,4,0,4,0.16666666666666666,6.45240993381665e-05
362,3,2,1,0.3333333333333333,0.00015916085217027772
363,6,1,5,0.5,7.77406846476358e-05
364,7,6,1,0.1,0.0004577459819392808
365,5,3,2,0.4,0.00020457722801609288
366,14,5,9,0.5232558139534884,0.00015854761194013646
367,3,2,1,1.0,0.00018537321244599476
368,4,1,3,1.0,9.003564603751244e-05
369,3,0,3,0.0,6.45240993381665e-05
370,10,5,5,0.76,0.0002271220855079862
371,3,1,2,0.0,0.0001122234006173161
372,10,7,3,0.017857142857142856,0.0005831212160973579
373,20,9,11,0.47278911564625853,0.0008204373297113053
374,5,2,3,0.16666666666666666,0.00015601187999497176
375,28,18,10,0.1974921630094044,0.0008461411512779642
376,2,0,2,0.0,6.45240993381665e-05
377,5,0,5,0.1,6.45240993381665e-05
378,11,3,8,0.20588235294117646,0.00011109069095262252
379,3,0,3,0.16666666666666666,6.45240993381665e-05
380,4,1,3,0.0,9.003564603751244e-05
381,6,2,4,0.2,0.0002907657117153509
382,3,0,3,0.0,6.45240993381665e-05
383,12,5,7,0.21428571428571427,0.00019312431632744745
384,12,3,9,0.19047619047619047,0.0001200818514911469
385,5,0,5,0.3,6.45240993381665e-05
386,27,11,16,0.23469387755102042,0.0006083066320004332
387,10,1,9,0.18181818181818182,0.00014405393499364625
388,22,13,9,0.6636771300448431,0.0004929911297101837
389,1,0,1,0.0,6.45240993381665e-05
390,6,0,6,0.26666666666666666,6.45240993381665e-05
391,72,54,18,0.08000831255195345,0.0028783335420070914
392,27,16,11,0.5309278350515464,0.0006131622366081947
393,281,258,23,0.01626509132184501,0.012240367903072286
394,6,3,3,0.36666666666666664,0.00010655323373282558
395,10,3,7,0.17857142857142858,0.0001578172840390627
396,48,25,23,0.21939275220372184,0.001794768607440197
397,54,35,19,0.09977151561309977,0.005602440952321959
398,14,0,14,0.12637362637362637,6.45240993381665e-05
399,52,38,14,0.08874281018898932,0.0034339810521700205
400,100,86,14,0.03847775669407548,0.0073460962572636035
401,22,10,12,0.1164021164021164,0.0004552291218635782
402,6,2,4,0.4,0.00014383526337805069
403,15,5,10,0.53,0.00014540320715744637
404,2,0,2,1.0,6.45240993381665e-05
405,52,52,0,0.03657616892911011,0.00239490655724402
406,13,4,9,0.2222222222222222,0.00021498176099462
407,4,1,3,0.4,0.00015574724952623802
408,23,15,8,0.6078431372549019,0.00042770460818974054
409,25,11,14,0.375,0.00032048272082601566
410,23,13,10,0.28830645161290325,0.002766502701154513
411,35,30,5,0.0583756345177665,0.0015595251843685694
412,3,0,3,0.16666666666666666,6.45240993381665e-05
413,10,5,5,0.07954545454545454,0.0003309031627833262
414,5,0,5,0.5,6.45240993381665e-05
415,14,5,9,0.4827586206896552,0.0001822936281427113
416,19,11,8,0.25149700598802394,0.0016607173181186696
417,13,3,10,0.7368421052631579,0.00016510259749889672
418,23,11,12,0.573469387755102,0.0004642934391799076
419,42,23,19,0.2282184655396619,0.001634844317129828
420,16,5,11,0.5217391304347826,0.0001464467535103299
421,1,0,1,0.0,6.45240993381665e-05
422,9,3,6,0.5454545454545454,0.00018840659358599878
423,14,7,7,0.5245901639344263,0.00026399164580469904
424,9,4,5,0.8888888888888888,0.00017163972267376034
425,34,18,16,0.23721881390593047,0.001553914043510256
426,18,6,12,0.42567567567567566,0.00016440105422124902
427,29,19,10,0.07902298850574713,0.0006831206234056377
428,6,2,4,0.25,8.189742010600873e-05
429,11,2,9,0.2714285714285714,9.928045209135045e-05
430,17,8,9,0.3284313725490196,0.0003923253784062745
431,1,0,1,0.0,6.45240993381665e-05
432,24,10,14,0.39325842696629215,0.00029133634080862595
433,52,31,21,0.16694146743610883,0.0021113791916977523
434,36,23,13,0.19077757685352623,0.0020428247496713423
435,30,15,15,0.28610354223433243,0.00189542223205473
436,23,16,7,0.06067961165048544,0.0006683260969617363
437,12,7,5,0.07954545454545454,0.00032220450265777834
438,2,0,2,0.0,6.45240993381665e-05
439,2,0,2,0.0,6.45240993381665e-05
440,32,15,17,0.33886255924170616,0.0003654659386954776
441,10,4,6,0.40476190476190477,0.0001822514745550865
442,6,2,4,0.2857142857142857,0.00011601964175116352
443,7,0,7,0.30952380952380953,6.45240993381665e-05
444,12,6,6,0.5403225806451613,0.0004689232194126756
445,236,215,21,0.011963302752293578,0.012731036601331786
446,14,5,9,0.5116279069767442,0.00015854761194013643
447,4,2,2,0.0,0.00014251027277835588
448,25,14,11,0.4590443686006826,0.00039693240167665126
449,25,12,13,0.3848797250859107,0.00039990106943623663
450,2,0,2,0.5,6.45240993381665e-05
451,43,23,20,0.25650557620817843,0.0009500913114450497
452,1,0,1,0.0,6.45240993381665e-05
453,1,0,1,0.0,6.45240993381665e-05
454,11,0,11,0.5272727272727272,6.45240993381665e-05
455,3,0,3,0.3333333333333333,6.45240993381665e-05
456,2,0,2,0.0,6.45240993381665e-05
457,35,20,15,0.19171483622350674,0.0016942209735454471
458,67,63,4,0.038517091959557055,0.00923933324064827
459,9,5,4,0.07142857142857142,0.00021422773839087627
460,10,2,8,0.22727272727272727,8.976362055227356e-05
461,50,32,18,0.2459605026929982,0.0015551674457746141
462,9,1,8,0.21428571428571427,7.219520658272641e-05
463,9,0,9,0.1111111111111111,6.45240993381665e-05
464,55,34,21,0.1441196464989803,0.0026813871343454765
465,7,4,3,0.6111111111111112,0.0005664003315017053
466,5,3,2,0.125,0.0003171300379124117
467,19,6,13,0.3825301204819277,0.0001652422827451217
468,1,1,0,0.0,9.070668592763809e-05
469,7,2,5,0.1111111111111111,0.0001604345393385822
470,6,1,5,0.0,7.77406846476358e-05
471,87,61,26,0.07685810810810811,0.0027510948073165386
472,18,10,8,0.4664429530201342,0.0005731804389171114
473,7,4,3,0.0,0.00024188890735502624
474,2,0,2,0.0,6.45240993381665e-05
475,39,24,15,0.20861833105335156,0.0019254864825707647
476,61,43,18,0.05229142185663925,0.002185787958498866
477,21,8,13,0.19879518072289157,0.0002923730649944812
478,1,0,1,0.0,6.45240993381665e-05
479,5,2,3,0.05,0.00033405534788271606
480,9,2,7,0.09722222222222222,0.00012963582973542592
481,11,5,6,0.2169811320754717,0.0003294456480359438
482,9,2,7,0.1,0.002072759192272002
483,22,14,8,0.39473684210526316,0.0008150102365543071
484,10,3,7,0.5961538461538461,0.0002730511113754552
485,19,10,9,0.2840909090909091,0.0016925962077075356
486,5,0,5,0.1,6.45240993381665e-05
487,3,0,3,0.3333333333333333,6.45240993381665e-05
488,6,3,3,0.0,0.0004947926727573476
489,273,251,22,0.009843865357797162,0.01027172617883609
490,7,3,4,0.7105263157894737,0.0001585580327083729
491,4,1,3,0.1,9.003564603751244e-05
492,3,0,3,0.0,6.45240993381665e-05
493,43,33,10,0.044063647490820076,0.0014910188976034193
494,29,16,13,0.44823232323232326,0.0006989815927854745
495,6,1,5,0.16666666666666666,7.77406846476358e-05
496,55,51,4,0.017805232558139535,0.004574609450955199
497,20,7,13,0.10596026490066225,0.00030101778935896366
498,6,2,4,0.2857142857142857,0.0001545674160398959
499,5,2,3,0.375,0.00014602750357278315
500,2,1,1,0.0,9.887410022419341e-05
501,11,6,5,0.8,0.00015827357519415626
502,8,0,8,0.2857142857142857,6.45240993381665e-05
503,4,0,4,0.08333333333333333,6.45240993381665e-05
504,13,0,13,0.4935897435897436,6.45240993381665e-05
505,23,10,13,0.5102880658436214,0.0003210777203078232
506,2,0,2,0.5,6.45240993381665e-05
507,5,2,3,0.3333333333333333,9.942649006806129e-05
508,13,0,13,0.532051282051282,6.45240993381665e-05
509,87,70,17,0.060303626651672756,0.003561102968794377
510,60,41,19,0.09675583380762663,0.00269099326333294
511,4,1,3,1.0,0.00017216532460169722
512,27,14,13,0.5584192439862543,0.0005819340613568263
513,9,6,3,0.17142857142857143,0.00020672614790025884
514,12,2,10,0.1640625,0.00012770784273005272
515,37,25,12,0.0730050933786078,0.000883627136529943
516,10,4,6,0.07692307692307693,0.00024229281863057716
517,5,0,5,0.05,6.45240993381665e-05
518,29,14,15,0.4105793450881612,0.0005425644583080966
519,2,0,2,1.0,6.45240993381665e-05
520,3,0,3,0.5,6.45240993381665e-05
521,24,13,11,0.5674157303370787,0.0004901359173013918
522,4,2,2,0.5,9.87178255019408e-05
523,14,0,14,0.35714285714285715,6.45240993381665e-05
524,2,0,2,0.0,6.45240993381665e-05
525,94,77,17,0.0429940119760479,0.005249851203171206
526,110,98,12,0.019050917907862834,0.004478387776067571
527,11,1,10,0.09259259259259259,0.000112534724429738
528,17,0,17,0.27205882352941174,6.45240993381665e-05
529,3,0,3,0.16666666666666666,6.45240993381665e-05
530,6,3,3,0.3076923076923077,0.00017196848264295194
531,27,17,10,0.2423728813559322,0.0010732825822164223
532,3,0,3,0.6666666666666666,6.45240993381665e-05
533,6,2,4,0.07142857142857142,0.00023323381869142412
534,14,6,8,0.5465116279069767,0.00018966457557829675
535,3,0,3,0.16666666666666666,6.45240993381665e-05
536,48,25,23,0.15964740450538686,0.0006855627058035017
537,7,0,7,0.2619047619047619,6.45240993381665e-05
538,28,13,15,0.3446866485013624,0.00047322448086193063
539,4,0,4,0.08333333333333333,6.45240993381665e-05
540,26,13,13,0.41198501872659177,0.00032761982586105063
541,21,12,9,0.5828220858895705,0.0005401655701475364
542,12,7,5,0.4186046511627907,0.00041620118628235884
543,2,0,2,1.0,6.45240993381665e-05
544,20,9,11,0.16304347826086957,0.00040497591738610243
545,9,5,4,0.425,0.00020833396037612975
546,18,11,7,0.23504273504273504,0.00031502782426430303
547,12,5,7,0.3068181818181818,0.0001707753256284066
